Date,Adj Close,Volume
2023-03-02,56.074668884277344,6904800
2023-03-03,56.2123908996582,4340700
2023-03-06,55.30733108520508,3887100
2023-03-07,53.270938873291016,4547500
2023-03-08,53.457847595214844,4901400
2023-03-09,51.68707275390625,4695300
2023-03-10,48.283241271972656,6460100
2023-03-13,46.807594299316406,6363500
2023-03-14,46.06587219238281,5482700
2023-03-15,44.24618148803711,6977200
2023-03-16,44.05827713012695,4489200
2023-03-17,42.6143913269043,5720100
2023-03-20,43.12865447998047,3894400
