Date,Adj Close,Volume
2023-03-02,110.66544342041016,863600
2023-03-03,112.73313903808594,753200
2023-03-06,113.76213836669922,577200
2023-03-07,108.74335479736328,1402100
2023-03-08,110.0635757446289,997200
2023-03-09,107.5493392944336,861400
2023-03-10,103.7828369140625,815600
2023-03-13,105.38456726074219,727100
2023-03-14,105.01568603515625,1062200
2023-03-15,104.03521728515625,992100
2023-03-16,102.0645980834961,1059500
2023-03-17,98.74463653564453,2214200
2023-03-20,100.31725311279297,990800
